belts,personal_injury,property_damage,commercial_license,commercial_vehicle,vehicle_type,year,make,model,color,charge,contributed_to_accident,gender,driver_state,dL_state,arrest_type,violation_type
No,No,No,No,No,05 - Light Duty Truck,2004.0,CHEVROLET,SUBURBAN,SILVER,22401b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,CADILLAC,4S,SILVER,21902a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,Yes,No,02 - Automobile,2000.0,HONDA,ACCORD,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,ACURA,TSX,SILVER,21601a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,MAZDA,6,SILVER,16303h,No,M,MD,MD,S - License Plate Recognition,Citation
No,No,No,No,No,02 - Automobile,2012.0,TOYOTA,RAV4,GREEN,218011,No,F,DC,DC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,MERC,CLK350,RED,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,10 - Transit Bus,2012.0,STARCRAFT,BUS,WHITE,21201a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2013.0,TOYT,HIGHLANDER,WHITE,21902a1ii,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,HONDA,ACCORD,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,FORD,TAURUS,SILVER,2111242d2,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,PONT,GRAND AM G6,GOLD,21902c1,No,F,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2000.0,NISSAN,SENTRA,BLACK,21903c,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,MERC,TK,SILVER,2111242d2,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,BMW,4S,BLACK,224123b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,28 - Other,2002.0,FORD,VN,BLUE,13401h,No,F,MD,MD,S - License Plate Recognition,Citation
No,No,No,No,No,05 - Light Duty Truck,2009.0,GMC,TK,WHITE,224123b,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2009.0,MITS,4D,WHITE,21902a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1995.0,CHRYSLER,LEBARON CONV,RED,16303c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2003.0,INTL,TK ROLL OFF,WHITE,1139216,No,M,MD,MD,A - Marked Patrol,Citation
No,Yes,No,No,No,05 - Light Duty Truck,2006.0,CHEVROLET,VAN,WHITE,17107a1,No,M,DC,DC,M - Marked (Off-Duty),Citation
No,No,No,No,No,02 - Automobile,2011.0,INFI,M32,SILVER,218011,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1996.0,HONDA,CIVIC,BLACK,218011,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,AUDI,A6,GREEN LGT,21706b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1996.0,NISSAN,SENTRA,RED,13411f,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,MITS,2D,GRAY,21902a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,HONDA,ACCORD,BLUE,21201a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2012.0,TOYOTA,TK,GREEN,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2015.0,KIA,OPTIMA,WHITE,21204b,No,M,MD,MD,A - Marked Patrol,Citation
No,Yes,No,No,No,02 - Automobile,2008.0,FORD,F150,SILVER,20102a2,Yes,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,FORD,ESCAPE,SILVER,13411a,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,Yes,No,02 - Automobile,2006.0,SUBA,TK,SILVER,16303d,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1997.0,HONDA,CIVC,SILVER,219011b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1998.0,BMW,328I,BLACK,20105a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,SUBARU,OUTBACK,MAROON,224123b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2005.0,DODGE,DURANGO,SILVER,16101a,No,M,MD,XX,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2017.0,HYUNDAI,ELANTRA,WHITE,16303h,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,DODGE,AVENGER,BLUE,20103b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,FORD,TK EXPLORER,SILVER,2111241b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2012.0,MAZDA,CX9,BLUE,21201a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,CHEVROLET,SUBURBAN,TAN,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,HYUN,SONATA,GOLD,222011,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2015.0,TOYOTA,CAMRY,BLACK,219011a,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1996.0,OLDS,4S,GREEN,16101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,NISSAN,QUEST,WHITE,21902a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1998.0,HONDA,CIVIC,GREEN,16101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,HYUND,SONTA,GOLD,21201a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1996.0,TOYOTA,CAMRY,GREEN DK,16303f,No,M,FL,FL,C - Marked VASCAR,Citation
Yes,No,No,No,No,02 - Automobile,2005.0,HONDA,CIVIC,GRAY,21202h1,No,M,VA,VA,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,DODGE,DURANGO,GRAY,17107,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2010.0,TOYOTA,CAMRY,BLACK,219011b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,BMW,SPORTBIKE,BLACK,13411f,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,HONDA,CRV,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,FORD,EXPLORER SUV,BRONZE,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2003.0,HONDA,CIVIC,SILVER,16101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,VOLV,S50,BLACK,16115g,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,28 - Other,2000.0,FORD,EXPEDITION,BLACK,21201a1,No,M,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2012.0,BMW,535I,GRAY,219011b,Yes,M,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2000.0,JAGU,CN,BLUE DARK,16303c,No,M,MD,MD,S - License Plate Recognition,Citation
Yes,Yes,No,No,No,02 - Automobile,2007.0,PONTIAC,GRAND PRIX,GREEN DK,16301j,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,HONDA,2D,SILVER,16101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,ACURA,SW,RED,21201a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,TOYOTA,4RUNNER,GRAY,16303c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,TOYOTA,RAV 4,GOLD,16101a,No,F,MD,TX,A - Marked Patrol,Citation
Yes,No,No,No,No,02 - Automobile,2016.0,HYUN,4D,WHITE,21902b1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,CHEVEY,4D,GRAY,16101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2013.0,FORD,F150,SILVER,21902b1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,HONDA,ACCORD,WHITE,214041b,No,M,MD,XX,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1146.0,LEXAS,ES350,BLACK,17107,No,M,AL,AL,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1994.0,JEEP,CHEROKEE,GREEN DK,21902b1,No,M,MD,NC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,SUBARU,IMPREZA,BLACK,21405e1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,SION,XA,BLUE,224123b,No,F,VA,VA,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2010.0,NISSAN,PICK UP,SILVER,21706a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2000.0,DODGE,4DR,GOLD,21706a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,FORD,TAURUS,BLACK,21902b1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,INFINITI,G35,BLACK,13401h,No,M,VA,VA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2017.0,NISSAN,ROGUE,SILVER,219011a,No,M,NH,NH,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,1995.0,FORD,RANGER,BLUE,16301j,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,NISS,VERSA,GREEN,21707a,No,F,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,DODGE,DURANGO,BLACK,218011,No,F,MD,VA,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2014.0,CHEVROLET,3500,WHITE,2111242d2,No,M,MD,MD,A - Marked Patrol,Citation
Yes,No,No,No,No,02 - Automobile,2012.0,CHEVY,4S,SILVER,22227b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,TOYOTA,COROLLA,WHITE,21902b1i,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,HYUND,4S,SILVER,13703g,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,CHEVY,SILVERADO,BLUE,16105b1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,HONDA,4 DOOR,SILVER,16303h,No,M,MD,MD,S - License Plate Recognition,Citation
No,No,No,No,No,02 - Automobile,2002.0,BMW,TK,GRAY,17107a1,No,M,WV,WV,A - Marked Patrol,Citation
Yes,No,No,No,No,02 - Automobile,2015.0,CHEV,4S,WHITE,17107,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2015.0,INFINITY,QX60,GRAY,2111242d2,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,ACURA,TL,SILVER,21902b1i,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2015.0,MITTS,MIRAGE,WHITE,218011,No,M,MD,MD,G - Marked Moving Radar (Stationary),Citation
No,No,No,No,No,02 - Automobile,2004.0,DODGE,NEON,GRAY,16101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,TOYT,COROLLA,WHITE,21902a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,NISSAN,4DR,GOLD,211003aa,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,MERC,4S,RED,21707a,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2010.0,LEXU,RX350,BROWN,21201a1,No,F,DC,DC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1996.0,TOYOTA,4RUNNER,GREEN,13409b,Yes,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,HONDA,ACCORD,SILVER,16303i,No,M,VA,VA,A - Marked Patrol,Citation
No,No,No,No,No,01 - Motorcycle,1998.0,FORD,EXPEDITION,BLUE,16303h,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2010.0,LINCOLN,MK7,BLACK,21202h1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,TOYOTA,COROLLA,BLACK,16112c,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2016.0,CHRYSLER,300,GRAY,13411c2,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,INIFI,G35,BLACK,219011b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,MERCURY,COUGAR,RED,16112e,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2016.0,VW,4DR,WHITE,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,CHYRSLER,300,SILVER,21902a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,Yes,No,02 - Automobile,2009.0,INFI,4S,RED,21308a,Yes,M,MD,VA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,MERCEDES,C240,WHITE,13411d,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,NISSAN,SENTRA,RED,22609a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2010.0,TOYOTA,SUV,GREEN,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,SAAB,CONVERTIBLE,BLACK,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2016.0,MAZDA,6,BLACK,21201a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,TOYOT,SUV,SILVER,13409b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,TOYT,COROLLA,BLACK,16101a,No,M,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,CHRY,CTS,SILVER,16303f,No,M,PA,PA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,VOLKSWAGON,JETTA,SILVER,16116a,No,F,MD,DC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2010.0,KIA,4D,SILVER,16303h,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,CHEV,MALIBU,BLUE,17107,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,TOYOTA,CAMRY,BLACK,21801b,No,F,MD,SC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,CHRY,4 DOOR,SILVER,21801a,No,M,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,BMW,325I,WHITE,21902b1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,03 - Station Wagon,2004.0,VOLVO,WAGON,SILVER,224123b,No,F,WI,WI,Q - Marked Laser,Citation
No,No,No,No,No,05 - Light Duty Truck,2008.0,JEEP,WRANGLER,WHITE,218011,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,TOYOTA,CAMRY,WHITE,16112c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2012.0,HYUNDAI,TK,SILVER,218011,No,F,VA,VA,Q - Marked Laser,Citation
No,No,No,Yes,No,02 - Automobile,1995.0,TOYOTA,COROLLA,RED,16112c,No,M,MD,XX,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,HONDA,ACCORD,SILVER,13411d,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1997.0,DODGE,VAN,RED,16101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,HYUNDI,SONATA,SILVER,13411f,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2000.0,BUICK,PARK AVENUE,WHITE,13401h,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,VOLKSWAGON,PASSAT,BLACK,17107,No,M,MD,XX,A - Marked Patrol,Citation
No,No,No,Yes,No,03 - Station Wagon,2011.0,GMC,TK,SILVER,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2003.0,HOND,VN,BLUE DARK,21201a1,No,F,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,INIFINITY,2S,WHITE,17107,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,HOND,CIVIC,GRAY,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2006.0,VOLK,CN,SILVER,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2014.0,NISSAN,ALTIMA,GRAY,21201a1,No,M,VA,VA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,INFI,4S,WHITE,22406i1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,HONDA,CIVIC,SILVER,2111242d2,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,01 - Motorcycle,2002.0,TOYOTA,4RUNNER,BLACK,219011a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2012.0,HOND,2DR,GRAY,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2013.0,NISSAN,ALTIMA,GRAY,16105b1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,Yes,No,10 - Transit Bus,2015.0,FORD,BUS,WHITE,218011,No,M,VA,VA,Q - Marked Laser,Citation
No,No,No,No,No,06 - Heavy Duty Truck,2007.0,GMC,TK,YELLOW,16101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2000.0,SATURN,4DR,SILVER,219011b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,SUZUKI,GRAND VITARA,SILVER,21310a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,TOYOTA,MATRIX,SILVER,2111242d2,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2000.0,FORD,WINDSTAR,TAN,113939,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,HONDA,CIVIC,RED,21201a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,HONDA,4S,SILVER,21801a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,TOYOTA,TC,WHITE,219011b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,SATURN,ION,BLUE,21201a1,No,M,VA,VA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,TOYOTA,CAMRY 4S,RED,16112c,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,01 - Motorcycle,1992.0,TOYO,4S,WHITE,16301i,No,M,MD,MD,A - Marked Patrol,Citation
No,Yes,No,No,No,02 - Automobile,2003.0,TOYOTA,CAMRY,BEIGE,21103a,Yes,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,HONDA,ACCORD,BLUE LIGHT,219011b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,BMW,525XI,SILVER,16303c,No,M,DC,DC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,TOYOTA,CAMRY,GRAY,22405a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1998.0,NISSAN,MAXIMA,GREEN,224123b,No,M,MD,MD,A - Marked Patrol,Citation
Yes,No,No,No,No,02 - Automobile,2002.0,LEXUS,TRUCK,GRAY,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2011.0,CHEVROLET,MALIBU,GRAY,21902c1i,No,F,VA,VA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,TOYT,2S,RED,218011,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2012.0,TOYOTA,CAMRY,BLUE LIGHT,16112c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,OLDSMOBILE,INTRIGUE,SILVER,16101a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,KIA,FORTE,BLUE,218011,No,M,NY,NY,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1995.0,TOYOTA,CAMRY,RED,224123c3,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,TOYOTA,4 DOOR,BLACK,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2007.0,CHEVY,TAHOE,BLACK,13409b,No,F,MD,DC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2010.0,HONDA,ACCORD,RED,219011b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,HONDA,CIVIC,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,FORD,MUSTANG,BLUE,218011,No,F,MD,MD,Q - Marked Laser,Citation
Yes,No,No,No,No,02 - Automobile,2005.0,SUBARU,WRX,BLUE,22609a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,Yes,No,No,02 - Automobile,2015.0,FORD,VAN,WHITE,224123b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,MITSUBISHI,DIAMANTE,SILVER,16303c,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2006.0,FORD,EXPEDITION,BLACK,13411d,No,M,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,CHEVY,IMPALA,SILVER,16303f,No,M,DC,DC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,TOYT,HY,SILVER,13401h,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,TOYOTA,CAMRY,BLACK,21602b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1995.0,ACURA,LEGEND,GREEN,16112c,No,M,MD,MD,A - Marked Patrol,Citation
Yes,Yes,No,No,No,02 - Automobile,2007.0,NISSAN,SENTRA,BLACK,20103a,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,CHEVY,IMPALA,BLUE DARK,16303h,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2012.0,VOLK,GOLF 4D,GRAY,219011b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1994.0,HOND,CIVIC,BLUE,16112c,No,M,MD,XX,A - Marked Patrol,Citation
No,No,No,Yes,No,02 - Automobile,2005.0,SAAB,4DR,SILVER,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,Yes,No,No,02 - Automobile,2005.0,TOYT,TK,BEIGE,16112c,No,M,MD,MD,A - Marked Patrol,Citation
Yes,No,No,No,No,02 - Automobile,2012.0,MERCEDES,E350,BLACK,21201a1,No,M,VA,VA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,NISSAN,ALTIMA,SILVER,16105b1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,HONDA,ACCORD,GRAY,21309b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1993.0,HONDA,CIVIC,COPPER,22406i1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,HONDA,TRK,GRAY,20103a,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,VOLVO,STATION WAGON,BEIGE,219011a,No,M,MD,PA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,KIA,SPECTRA,BLUE,13401h,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2014.0,MAZDA,6,BLUE,21902b1i,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,FORD,EXPLORER,BLUE,22226a,No,M,VA,VA,B - Unmarked Patrol,Citation
No,No,Yes,No,No,02 - Automobile,2003.0,HONDA,ACCORD,GOLD,21801a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,VOLKSWAGEN,PASSAT,BLACK,16303c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2003.0,GMC,YUKON,GREEN DK,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2008.0,NISSAN,SENTRA,BLUE DARK,16101a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,LANDROVER,DISCOVERY,GREEN DK,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,05 - Light Duty Truck,2001.0,INFINITI,QX4,GOLD,13411d,No,M,MD,VA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,JEEP,TK,RED,16112c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,03 - Station Wagon,1997.0,MERCURY,SABLE,GREEN,224123b,No,M,MD,MD,O - Foot Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,SUZI,4D,GRAY,21902b1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,HYUNDAI,ELANTRA,GOLD,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2012.0,CHRYSLER,200,WHITE,21309b,No,F,MD,MD,A - Marked Patrol,Citation
