unique_code,keywords,category,belts,personal_injury,property_damage,commercial_license,commercial_vehicle,vehicle_type,year,make,model,color,charge,contributed_to_accident,gender,driver_state,dL_state,arrest_type,violation_type
Code_17546,person driving motor vehicle highway public use property suspended license privilege,license problem,No,No,No,No,No,02 - Automobile,1996,TOYOTA,TACOMA,TAN,16303c,No,M,MD,MD,A - Marked Patrol,0
Code_23364,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2003,HYUNDAI,SANTA FE,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,0
Code_15309,operator restrained seatbelt,belts,No,No,No,No,No,28 - Other,2007,TOYT,TK,GRAY,224123b,No,F,MD,MD,A - Marked Patrol,0
Code_18699,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2008,CHEVROLET,IMPALA,RED,13409b,No,M,MD,MD,A - Marked Patrol,0
Code_12188,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2013,TOYOTA,SIENNA,GRAY,13409b,No,F,MD,MD,A - Marked Patrol,0
Code_3761,driving unsecured loaded veh,careless driving,No,No,No,No,Yes,06 - Heavy Duty Truck,2004,FORD,LSCAPE TRUCK,WHITE,24106c,No,M,MD,MD,A - Marked Patrol,0
Code_9883,exceeding maximum speed 49 mph posted 40 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2007,HONDA,ACCORD,BLUE,218011,No,F,MD,MD,Q - Marked Laser,0
Code_513,driving impaired alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2015,BMW,428I,BLUE DARK,21902b1,No,M,MD,MD,A - Marked Patrol,0
Code_26679,driving motor veh lic suspended 27103,license problem,No,No,No,No,No,05 - Light Duty Truck,2007,FORD,F150,BLUE DARK,16303h,No,M,MD,MD,S - License Plate Recognition,0
Code_17033,driving drive motor vehicle highway without required license authorization,license problem,No,No,No,No,No,02 - Automobile,2001,TOYT,VN,GOLD,16101a1,No,F,MD,MD,A - Marked Patrol,0
Code_1935,driving motor vehicle highway without required license authorization,license problem,No,No,Yes,No,No,02 - Automobile,2016,SCION,TC,WHITE,16101a,No,M,MD,MD,A - Marked Patrol,0
Code_13536,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2007,ACUR,TK,BLACK,21201a1,No,M,MD,MD,A - Marked Patrol,0
Code_19422,exceeding maximum speed 44 mph posted 35 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2004,HONDA,ACCORD,TAN,218011,No,M,MD,MD,Q - Marked Laser,0
Code_22467,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2001,NISSAN,VAN,RED,21201a1,No,M,MD,MD,A - Marked Patrol,0
Code_21479,person driving motor vehicle highway public use property suspended license privilege,license problem,No,No,No,No,No,02 - Automobile,2004,HONDA,ACCORD,BLUE,16303c,No,M,MD,MD,A - Marked Patrol,0
Code_27265,exceeding maximum speed 77 mph posted 50 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2003,HYUN,4S,SILVER,218011,No,M,MD,MD,Q - Marked Laser,0
Code_19113,operator restrained seatbelt,belts,No,No,No,No,No,02 - Automobile,2012,HONDA,ACCORD,WHITE,224123b,No,M,MD,MD,B - Unmarked Patrol,0
Code_5530,displaying expired registration plate issued state,tag problem,No,No,No,No,No,02 - Automobile,2013,NISSAN,SV,BLACK,13411f,No,M,MD,MD,A - Marked Patrol,0
Code_25177,exceeding maximum speed 64 mph posted 55 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2007,TOYOTA,PRIUS,RED,218011,No,M,VA,VA,A - Marked Patrol,0
Code_546,exceeding maximum speed 75 mph posted 60 mph zone,exceeding speed,No,No,No,No,No,05 - Light Duty Truck,2014,FORD,VN,WHITE,218011,No,M,MD,MD,A - Marked Patrol,0
Code_25820,failure licensee notify administration change address within 30 days,administration problem,No,No,No,Yes,No,05 - Light Duty Truck,2003,CHEVY,TRAILBLAZER,GOLD,16116a,No,M,MD,XX,A - Marked Patrol,0
Code_21397,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2000,LEXUS,4D,GRAY,21201a1,No,F,MD,MD,A - Marked Patrol,0
Code_25942,driver reading electronic msg oper veh travel portion hwy,careless driving,No,No,No,No,No,01 - Motorcycle,1993,DODGE,CRAVAN,WHITE,2111241b,No,M,MD,MD,O - Foot Patrol,0
Code_26874,displaying expired registration plate issued state,tag problem,No,No,No,No,No,02 - Automobile,2011,FORD,FSUPER DUTY,WHITE,13411f,No,F,MD,MD,A - Marked Patrol,0
Code_10207,exceeding maximum speed 54 mph posted 45 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2007,CHEVORLET,COBALT,SILVER,218011,No,F,PA,PA,Q - Marked Laser,0
Code_13835,driving veh wo adequate rear reg plate illumination,tag problem,No,No,No,No,No,02 - Automobile,2009,NISS,4S,WHITE,22204f,No,F,MD,MD,A - Marked Patrol,0
Code_2772,exceeding posted maximum speed limit 90 mph posted 55 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2017,TOYOTA,4D,SILVER,218011,No,F,MD,MD,A - Marked Patrol,0
Code_4492,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2003,ACURA,MDX,RED,2111242d2,No,M,MD,MD,A - Marked Patrol,0
Code_30650,driver fail stop flashing red traffic signal stop line,sign violation,No,No,No,No,No,02 - Automobile,2017,NISSAN,ROGUE,BLACK,21204b,No,M,MD,MD,B - Unmarked Patrol,0
Code_30094,displaying expired registration plate issued state,tag problem,No,No,No,No,No,02 - Automobile,2007,TOYOTA,CAMRY,GOLD,13411f,No,M,MD,MD,A - Marked Patrol,0
Code_23685,driver failure stop steady circular red signal,stop lights,No,No,No,No,No,02 - Automobile,1985,BMW,735I,BLUE DARK,21202h1,No,M,MD,MD,O - Foot Patrol,0
Code_28771,possessing one drivers license one time,license problem,No,No,No,No,No,05 - Light Duty Truck,2016,TOYOTA,TACOMA,RED,161111f,No,M,MD,MD,A - Marked Patrol,0
Code_28949,failure individual driving highway display license uniformed police demand,license problem,No,Yes,No,No,No,01 - Motorcycle,2005,HONDA,MC,YELLOW,16112c,No,M,MD,MD,A - Marked Patrol,0
Code_28220,operator restrained seatbelt,belts,No,No,No,No,No,03 - Station Wagon,2001,HOND,VN,SILVER,224123b,No,M,MD,MD,A - Marked Patrol,0
Code_12967,owner failure apply adm reg veh subject reg,registration problems,No,No,No,No,No,02 - Automobile,1997,HONDA,CIVIC,SILVER,13403,No,M,MD,MD,A - Marked Patrol,0
Code_18537,failure control vehicle speed highway avoid collision,other,Yes,No,Yes,No,No,03 - Station Wagon,2002,CHEVEROLET,CAVALIER,BEIGE,21801b,Yes,F,MD,WI,A - Marked Patrol,0
Code_31053,displaying expired registration plate issued state,tag problem,No,No,No,No,No,03 - Station Wagon,2003,SAAB,95 AERO,BLACK,13411f,No,F,MD,MD,A - Marked Patrol,0
Code_7167,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2013,CHEV,4DR,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,0
Code_17727,person driving motor vehicle license suspended tr 17106 26204 26206 27103,license problem,No,No,No,No,No,02 - Automobile,2011,INFINITI,G37X,WHITE,16303h,No,F,MD,MD,A - Marked Patrol,0
Code_26370,driving vehicle excess reasonable prudent speed highway,exceeding speed,No,No,No,No,No,02 - Automobile,2015,HONDA,ACCORD,BLUE,21801a,No,M,MD,MD,A - Marked Patrol,0
Code_3075,driver failure stop stop sign line,sign violation,No,No,No,No,No,02 - Automobile,2009,CADI,4S,SILVER,21707a,No,F,MD,MD,A - Marked Patrol,0
Code_17580,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,1999,CHEV,2H,GREEN,13401h,No,M,MD,MD,A - Marked Patrol,0
Code_29743,failure individual driving highway display license uniformed police demand,license problem,No,No,No,No,No,02 - Automobile,2013,VOLK,PASSAT,WHITE,16112c,No,F,MD,MD,A - Marked Patrol,0
Code_21121,person driving motor vehicle highway public use property suspended outofstate license,license problem,No,No,No,No,No,02 - Automobile,1999,NISSAN,FRONTIER,BLUE LIGHT,16303f,No,M,MD,MD,A - Marked Patrol,0
Code_23547,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,05 - Light Duty Truck,2006,CHEV,TK,GOLD,21201a1,No,M,MD,MD,A - Marked Patrol,0
Code_9444,driving impaired alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2005,VOLK,JETTA,BLUE,21902b1,No,M,MD,MD,A - Marked Patrol,0
Code_10560,displaying expired registration plate issued state,tag problem,No,No,No,No,No,02 - Automobile,2011,FORD,TAURUS,BLACK,13411f,No,M,MD,MD,A - Marked Patrol,0
Code_13473,negligent driving vehicle careless imprudent manner endangering property life person,careless driving,No,No,No,No,No,02 - Automobile,2005,PORSCHE,CAYENNE,BLUE,219011b,No,M,DC,DC,A - Marked Patrol,0
Code_17570,possessing suspended lic,license problem,No,No,No,No,No,02 - Automobile,2016,TOYOTA,CAMRY,WHITE,16301j,No,M,MD,MD,A - Marked Patrol,0
Code_32019,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2016,VOLKS WAGON,JETTA,SILVER,13409b,No,F,MD,MD,A - Marked Patrol,0
Code_28721,exceeding posted maximum speed limit 64 mph posted 55 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2012,HONDA,CIVIC,SILVER,218011,No,M,MD,MD,A - Marked Patrol,0
Code_7942,exceeding maximum speed 64 mph posted 55 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2009,NISS,ALTIMA,GRAY,218011,No,F,MD,MD,Q - Marked Laser,0
Code_7081,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2004,TOYT,TK,SILVER,21201a1,No,F,MD,MD,A - Marked Patrol,0
Code_9410,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,1988,LINCOLN,4DR,SILVER,2111242d2,No,M,MD,MD,A - Marked Patrol,0
Code_3034,failure dr make lane change avail lane immed adj stopped emerg veh,careless driving,No,No,No,No,No,02 - Automobile,2007,HONDA,ACCORD,BLACK,21405e1,No,F,MD,MD,A - Marked Patrol,0
Code_3306,driving vehicle influence alcohol per se,driving alcohol,No,No,No,No,No,02 - Automobile,2018,TOYOTA,COROLLA,RED,21902a1ii,No,M,MD,MD,A - Marked Patrol,0
Code_23202,driving influence alcohol per se,driving alcohol,No,No,No,No,No,02 - Automobile,2007,TOYOTA,CAMRY,SILVER,21902a2,No,M,MD,MD,A - Marked Patrol,0
Code_26703,failure control vehicle speed highway avoid collision,other,No,No,No,No,No,02 - Automobile,2012,JEEP,GRAND CHEROKEE,BLUE,21801b,No,M,MD,MD,A - Marked Patrol,0
Code_25793,person driving motor vehicle highway public use property revoked license privilege,license problem,No,No,No,No,No,02 - Automobile,2006,MITSUBISHI,GALANT,SILVER,16303d,No,M,MD,MD,A - Marked Patrol,0
Code_1638,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2004,CHEVY,CAVALIER,GRAY,13409b,No,F,MD,MD,A - Marked Patrol,0
Code_5432,person driving motor vehicle highway public use property suspended outofstate license,license problem,No,No,No,No,No,02 - Automobile,2008,NISSAN,SENTRA,BLACK,16303f,No,F,DC,DC,A - Marked Patrol,0
Code_15200,reckless driving vehicle wanton willful disregard safety persons property,careless driving,No,No,No,No,No,02 - Automobile,2006,VOLVO,STATION WAGON,BEIGE,219011a,No,M,MD,PA,A - Marked Patrol,0
Code_32252,exceeding maximum speed 39 mph posted 30 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2011,TOYOTA,4S,GRAY,218011,No,M,MD,MD,Q - Marked Laser,0
Code_4985,driving vehicle influence alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2016,HOND,ACCORD,BLACK,21902a1,No,M,MD,MD,A - Marked Patrol,0
Code_1753,person driving motor vehicle highway public use property suspended license privilege,license problem,No,No,No,No,No,02 - Automobile,2000,HONDA,CIVIC,RED,16303c,No,M,MD,MD,A - Marked Patrol,0
Code_27455,driving drive motor vehicle highway without required license authorization,license problem,No,No,No,No,No,02 - Automobile,1997,HONDA,CRV,GREEN,16101a,No,F,MD,MD,O - Foot Patrol,0
Code_25824,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2009,TOYOTA,CAMRY,BLACK,21201a1,No,F,MD,MD,A - Marked Patrol,0
Code_10188,operating unregistered motor vehicle highway,registration problems,No,No,No,No,No,05 - Light Duty Truck,1998,DODGE,RAM3500,GREEN DK,13401b1,No,M,MD,MD,A - Marked Patrol,0
Code_24376,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2012,NISS,4D,RED,21201a1,No,F,MD,MD,A - Marked Patrol,0
Code_11489,driving drive motor vehicle highway without required license authorization,license problem,No,No,No,No,No,02 - Automobile,2004,TOYOTA,4RUNNER,SILVER,16101a,No,M,MD,MD,A - Marked Patrol,0
Code_18514,exceeding maximum speed 58 mph posted 35 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2006,LEXUS,4DR,WHITE,218011,No,M,MD,MD,Q - Marked Laser,0
Code_6362,negligent driving vehicle careless imprudent manner endangering property life person,careless driving,No,No,No,No,No,02 - Automobile,2006,VOLKSWAGEN,TOUAREG,BLACK,219011b,No,M,MD,DC,A - Marked Patrol,0
Code_31589,exceeding maximum speed 44 mph posted 35 mph zone,exceeding speed,Yes,No,No,Yes,No,02 - Automobile,2006,LEXUS,4S,GRAY,218011,No,M,MD,MD,Q - Marked Laser,0
Code_31407,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2010,MERCEDES,E350,BLACK,13401h,No,M,MD,MD,A - Marked Patrol,0
Code_13867,failure individual driving highway display license uniformed police demand,license problem,No,No,No,No,No,02 - Automobile,2011,TOYOTA,RAV4,BLACK,16112c,No,M,MD,MD,A - Marked Patrol,0
Code_6415,passenger age 16 outboard front seat motor vehicle without seatbelt restraint,belts,No,No,No,Yes,No,05 - Light Duty Truck,2000,CHEVY,TRUCK,MAROON,224123c2,No,M,DC,DC,O - Foot Patrol,0
Code_19843,driving vehicle influence alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2006,CHRYSLER,4S,SILVER,21902a1,No,M,MD,MD,A - Marked Patrol,0
Code_9429,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,05 - Light Duty Truck,2013,LAND ROVER,SPORT,BLACK,21201a1,No,M,MD,MD,A - Marked Patrol,0
Code_27276,exceeding maximum speed 49 mph posted 40 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2008,NISSAN,4DR,RED,218011,No,M,MD,MD,O - Foot Patrol,0
Code_10576,driving vehicle excess reasonable prudent speed highway,exceeding speed,No,No,No,No,No,02 - Automobile,2001,NISS,4S,BLACK,21801a,No,M,MD,MD,A - Marked Patrol,0
Code_30567,failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,problem vehicle light,No,No,No,No,No,02 - Automobile,2012,HONDA,CRV,GRAY,222011,No,M,MD,MD,A - Marked Patrol,0
Code_4453,oper motor veh operator restrained seat belt,belts,No,No,Yes,No,No,02 - Automobile,2015,FORD,VAN,WHITE,224123b,No,M,MD,MD,A - Marked Patrol,0
Code_6074,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2017,BMW,X5,WHITE,2111242d2,No,F,MD,MD,A - Marked Patrol,0
Code_25149,oper motor veh operator restrained seat belt,belts,No,No,No,No,No,02 - Automobile,2008,HYUN,TK,RED,224123b,No,M,MD,MD,A - Marked Patrol,0
Code_19475,driving veh impaired alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2015,TOYOTA,CAMRY,TAN,21902b1i,No,M,MD,MD,A - Marked Patrol,0
Code_19815,displaying expired registration plate issued state,tag problem,No,No,No,No,No,02 - Automobile,2010,ACUR,TL,WHITE,13411f,No,M,MD,MD,A - Marked Patrol,0
Code_10499,driving impaired alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,1997,TOYOTA,COROLLA,BLACK,21902b1,No,M,VA,VA,A - Marked Patrol,0
Code_5275,person driving motor veh hwy suspended lic privilege,license problem,No,No,No,No,No,02 - Automobile,2007,CHEV,IMPALA,SILVER,16303c,No,M,MD,MD,A - Marked Patrol,0
Code_26549,operator restrained seatbelt,belts,No,No,No,No,No,02 - Automobile,2009,VOLV,S40,GREEN,224123b,No,M,MD,MD,A - Marked Patrol,0
Code_7434,negligent driving vehicle careless imprudent manner endangering property life person,careless driving,No,No,No,No,No,02 - Automobile,2012,HYUN,SONATA,GRAY,219011b,No,M,MD,MD,A - Marked Patrol,0
Code_588,exceeding posted maximum speed limit 39 mph posted 30 mph zone,exceeding speed,No,No,No,No,No,03 - Station Wagon,2016,BMW,X5 SUV,BLACK,218011,No,F,MD,MD,Q - Marked Laser,0
Code_2283,person driving motor vehicle highway public use property suspended license privilege,license problem,No,No,No,No,No,02 - Automobile,2011,CHEVY,SILVERADO,BLUE,16303c,No,M,MD,MD,A - Marked Patrol,0
Code_21667,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2006,TOYOTA,4RUNNER,BLACK,13401h,No,F,MD,MD,A - Marked Patrol,0
Code_9650,failure individual driving highway display license uniformed police demand,license problem,No,No,No,No,No,02 - Automobile,1995,VOLVO,850,BLACK,16112c,No,M,DC,DC,A - Marked Patrol,0
Code_24216,exceeding posted maximum speed limit 62 mph posted 40 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2014,TOYORA,RAV4,SILVER,218011,No,M,MD,MD,E - Marked Stationary Radar,0
Code_11839,person driving motor vehicle highway public use property revoked license privilege,license problem,No,No,No,No,No,02 - Automobile,2011,HOND,4SCIVIC,SILVER,16303d,No,M,MD,MD,Q - Marked Laser,0
Code_3195,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,1996,TOYOTA,4RUNNER,GREEN,13409b,Yes,M,MD,MD,A - Marked Patrol,0
Code_19452,exceeding maximum speed 45 mph posted 30 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2010,TOYOTA,CAMRY,SILVER,218011,No,F,MD,MD,Q - Marked Laser,0
Code_30827,failure stop accident involving damage attended veh,omission of assistance,No,No,Yes,No,No,03 - Station Wagon,2007,SAAB,TK,SILVER,20103a,No,M,MD,MD,A - Marked Patrol,0
Code_23301,driving veh hwy suspended registration,registration problems,No,No,No,No,No,02 - Automobile,1998,MITSUBISHI,GIAMANTI,MAROON,13401h,No,M,MD,MD,A - Marked Patrol,0
Code_11867,driver entering intersection flashing red traffic signal without stopping,sign violation,No,No,No,No,No,02 - Automobile,2002,FORD,EXPLORER,BROWN,21204d,No,F,VA,VA,A - Marked Patrol,0
Code_9863,person driving motor vehicle highway public use property suspended license privilege,license problem,No,No,No,No,No,02 - Automobile,1999,BMW,528I,SILVER,16303c,No,F,MD,MD,A - Marked Patrol,0
