,0
1532,PERSON DRIVING ON HWY WITH VEH EQUIPMENT WITH VISIBLE BLUE LAMP
1533,HEADLIGHT STOPLIGHT ID LIGHT CLEARANCE LIGHT MARKER LIGHT INOPERATIVE
1534,driveaway tow away no rear lights turn siganals stop lights
1535,DRIVER WRITING TEXTMSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1536,FAILURE TO MAINTAIN WINDSHIELD WIPERS IN GOOD WORKING ORDER
1537,EXCEEDING SPEED LIMIT IN SCHOOL ZONE WITH FLASHING LIGHTSNOTICE OF DOUBLE FINES 66 MPH IN 45 ZONE
1538,ATTEMPTED EVASION OF FIXED TOLL PAYMENT AT AUTHORITY HIGHWAY
1539,DRIVING VEH WITHOUT REQUIRED SIGNAL LAMPS
1540,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60 IN 45
1541,PERSON DRIVING ON HWYVEH WITH VISIBLE BLUE LAMP
1542,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 62 IN 45
1543,DRIVING LEFT OF CENTERLINE ON ROADWAY WITH 4 LANES FOR TWOWAY TRAFFIC WO AUTHORIZATION
1544,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 46MPH
1545,RIGHT STOPLIGHT INOPERATIVE
1546,REAR ID
1547,OPERATING MOTOR VEHICLE WITH INADEQUATE STEERING AXLES TIRE
1548,MOTOR VEHMFR AFTER JUNE 1 1971 WO ADEQUATE TAIL LAMPS
1549,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 40 MPH IN A 25 MPH ZONE
1550,OPERATING MOTOR VEHICLE WITH UNDERINFLATED TIRE
1551,DRIVER WRITINGSENDINGREADING TEXT MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1552,MOTOR VEH EQUIPPED WITH UNLAWFULLY MODIFIED EXHAUST SYSTEMNOISE ABATEMENT DEVICE
1553,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 8255 ZONE
1554,LEFT FRONT TIRE RUBBING FENDER
1555,PLATE
1556,FRONT ID LIGHTS CLEARANCE LIGHTS INOPERATIVE
1557,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6040
1558,EXCEEDING THE POSTED SPEED LIMIT OF 70 MPH
1559,MOTOR VEH MFR AFTER JUNE 1 1971 WO ADEQUATE TAIL LAMPS RIGHT LAMP
1560,TAILLIGHT STOPLIGHTINOPERATIVE
1561,DRIVING VEH ON HWY WITH LAMPIMPROPERLY DISPLAYING WHITE LIGHT FROM REAR
1562,DRIVING VEHEQUIPMENT ON HWY WITH LAMP DEVICEIMPROPERLY DISPLAYING WHITE LIGHT FROM REAR
1563,DRIVING MOTOR VEH ON HWYWEARING EARPLUGS IN BOTH EARS
1564,EXCEEDING THE POSTED SPEED LIMIT OF 65 MPH
1565,1 OF 2 REVERSE LIGHTS2 OF 3 REAR ID LIGHTS INOPERATIVE
1566,OPERATING MOTOR VEHICLE WITH FABRIC EXPOSED THROUGH TREAD OF TIRE
1567,DRIVER READINGA TEXTMSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1568,DRIVING A MOTOR VEHICLE WITHOUT LIGHTED HEAD LAMPS
1569,DRIVER OPER MV PRIOR TO REPAIRING OUTOFSVC DEFECT
1570,FAILURE TO EQUIP VEH WITH ID LAMPS AND TO USE AS REQ
1571,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 53
1572,INADEQUATE TOWING DEVICE SAFETY CHAINS WORN
1573,FAILURE TO SECURELY FASTEN POSITION REGISTRATION PLATE TO VEHICLE
1574,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 63 IN 45
1575,BEARING HUB CAPS MISSING ON TRAILER AXLES 3 4
1576,FAILURE TO EQUIP VEH WITH REFLECTOR AND TO USE AS REQ
1577,FAILURE TO ENSURE THAT SAFETY CHAIN ARE PROPERLY ATTACHED TO TOWED VEH FRAME OF TOWING VEH
1578,EXCEEDING SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINES 45 MPH IN 30 ZONE
1579,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5635
1580,DRIVING VEH W VIDEO EQUIP THAT IS ON AND VISIBLE TO THE DRIVER ON HWY
1581,INSTALLATION OF BATTERY IMPROPER
1582,EXCEEDING SPEED LIMIT IN SCHOOL ZONE WITH FLASHING LIGHTSNOTICE OF DOUBLE FINES 39 MPH IN 30 ZONE
1583,PERSON DRIVING ON HWY VEH EQUIPMENT WITH VISIBLE BLUE DEVICE
1584,DRIVING MOTOR VEH ON HWY WEARING EARBUDS IN BOTH EARS
1585,ENTERING LANE OVER WHICH RED SIGNAL SHOWN
1586,OPERATING MOTOR VEHICLE WITH HOLES IN FLOORING
1587,RIGHT TURN SIGNAL INOPERATIVE
1588,FAILURE OF MV OPER DRIVING ON HWY TO BE IN POSSOF EVID OF REQD SECURITY FOR MV
1589,CARD
1590,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7050
1591,DRIVING UNSAFE VEH ON HWY BLUE HEADLIGHTS
1592,TRAILER MFR AFTER JUNE 1 1971 WO ADEQUATE TAIL LAMPS
1593,THROWING DUMPING DISCHARGE DEPOSIT ANY REFUSE ON LOT HWY PUBLIC BRIDGE PUBLIC WATERS
1594,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 30MPH
1595,DRIVING A MOTOR VEHICLE WITHOUT LIGHTED HEAD LAMPS FOG LIGHTS WHILE OPERATING WINDSHIELD WIPERS
1596,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 78
1597,DRIVING MOTOR VEH ON HWYWEARING HEADSET OVER EARS
1598,FAILURE GIVE REQUIRED HAND SIGNAL FOR VEH LEFT TURN
1599,HEAD LIGHT HIGH BEAMS INOPERATIVE
1600,DRIVING UNINSURED
1601,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 9460
1602,ID LIGHT
1603,3 OF 3 REAR ID LIGHTS INOPERATIVE
1604,FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLIC EVEH
1605,HEADLIGHT TAG LIGHT INOPERATIVE
1606,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50MPH IN 35MPH
1607,THROWING DUMPING DISCHARGE ANY REFUSEON HWY
1608,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 8655
1609,REAR ID LAMPS SPACED TOO FAR APART
1610,DRIVE ACROSS PRIVATE PROPERTYFOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE
1611,PROVISIONAL DRIVER UNDER 18 DRIVING MV WPASSENGER UNDER 18 SECONDARY ACTION
1612,STOPLIGHT LIGHT INOPERATIVE
1613,OPERATOR SOUND AMPLIFICATIONSYSTEM FROM VEH THAT CAN BE HEARD FROM 50 OR MORE
1614,DRIVING ELECTRIC DRIVE PLUGIN VEHICLE IN HOV LANEWITHOUT PERMIT
1615,PARKING VEH WHEREVER PROHIBITED BY OFFICIAL SIGN
1616,SPEED GRETER THAN REASONABLE
1617,DRIVER SENDING A TEXTMSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1618,TAG LIGHT INOPERATIVE
1619,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 63
1620,DRIVER WRITINGSENDINGREADING A ELECTRONIC MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1621,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7350
1622,OPER VEH ON HWY IF MANUFACTURERS BUMPER OR FRAME SIDE RAILS ARE ALTERD TO EXC PARA
1623,DRIVER FAILURE TO USE MULTIPLEBEAM ROAD LIGHTING EQUIPMENT AT LEVEL REQUIRED FOR SAFE DRIVING
1624,CLEARANCE LIGHTAND MARKER LIGHT INOPERATIVE
1625,DRIVINGVEH ON HWY WITH LAMP MPROPERLY DISPLAYING WHITE LIGHT FROM REAR
1626,MOTOR VEH TRAILER SEMITRAILER POLE TRAILERWO REQUIRED STOP LAMPS EQUIPMENT
1627,NO DL
1628,FAILURE OF VEH DRIVER TO DISPLAY CURRENT REG PLATES CARRY CURRENT REG CARD
1629,ID LIGHTS REAR CLEARANCE LIGHTS REAR MARKER LIGHTS TAG LAMP INOPERATIVE
1630,IMPROPER SAFETY ZONE VEH PARKING
1631,TRAILERMD 69709TL 3 OF 3 ID INOP ALL SIDEMARKERS INOP
1632,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50 IN 35
1633,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 59 IN 40
1634,FRAUDULENT POSSESSION OF VEH REG PLATE
1635,FAILURE OF OBLIGOR TO REGISTER WITH THE INSURANCE COMMISSIONER FOR YEAR
1636,DRIVER PASSING MOVING POLICE VEH USING SIGNALS
1637,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 48
1638,STOPPING STANDING PARKING VEH ON CROSSWALK
1639,DRIVING MOTOR VEH ON HWY PUBLICLY USED PRIVATE PLACE WEARING EARPLUGS IN BOTH EARS
1640,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5745
1641,NO REAR CLEARANCE NO REAR ID LAMPS
1642,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6545
1643,STOPLIGHTINOPERATIVE
1644,HEADLIGHT TAILLIGHT STOPLIGHT TURN SIGNAL IINOPERATIVE
1645,FAILURE TO ATTACH SINGLE REGISTRATION PLATE ON FRONT OF CLASS F VEHICLE
1646,MOTOR VEH WO REQUIRED STOP LAMS EQUIPMENT
1647,OPERATING MOTOR VEHICLE WHILE FATIGUED
1648,FAIL TO RETURN CARD
1649,FAILURE TO PROPERLY MOUNT REQUIRED FRONT TURN SIGNAL ON VEHICLE
1650,HEADLIGHT STOPLIGHT TURN SIGNAL ID LIGHT INOPERATIVE
1651,BRAKE TUBING CRIMPED LEFT SIDE REAR AT ABS BOX
1652,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 4830
1653,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 78 MPH
1654,FAILURE TO PROPERLY MOUNT TRAFFIC HAZARD WARNING LIGHTS ON VEH
1655,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 81 IN 55
1656,FAIL TO CARRY CURRANT REG CARD
1657,ABANDONING VEH ON PUBLIC PROPERTY WO PERMISSION
1658,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 75MPH
1659,FAILURE OF WARNING LIGHTS TO BE VISIBLE FROM NOT LESS THAN 1500 FEET NIGHTTIME DISTANCE
1660,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5140
1661,RIGHT REAR CLEARANCE LIGHT INOPERATIVE
1662,FAILURE OF DR TO MAKE LANE CHANGE TO AVAIL LANE NOT IMMED ADJ TO STOPPED TOW TRUCK
1663,TRAILER TAG LAMP MISSING ID LAMPS TAIL LAMPS RIGHT BRAKE HAZARD INOPERATIVE
1664,OPER MV WITH OCCUPANT UNDER 16 NOT RESTRAINED BY CHILD SAFETY SEAT
1665,FAILURE TO ATTACH SINGLE REGISTRATION PLATE ON REAR OF VEHICLE AS REQUIRED
1666,PARKING BRAKE INOP
1667,2 OF 2 REVERSE LIGHTS INOPERATIVE
1668,FAILURE OF DRIVER TO MAKE LANE CHANGE TO AVAIL LANE NOT IMMED ADJACENT TO STOPPED EMERG VEH
1669,TAILLIGHT STOPLIGHT TURN SIGNAL CLEARANCE LIGHT MARKER LIGHT INOPERATIVE
1670,HOLDER OF PROVISIONAL LIC USING A HANDHELD TELEPHONE WHILE OPER MV
1671,USE OF INCORRECT COLOR IN LIGHTING DEVICES MOUNTED ON REAR OF VEHICLE
1672,DRIVING UNSAFE VEH ON HWY 25 WINDOW TINT
1673,DRIVING VEH WITH UNAUTHORIZED BLINKING LIGHTS
1674,OPERATING MOTOR VEHICLE WITH INADEQUATE WINDSHIELD WIPERSNO FLUID
1675,NO UNIV JOINTSTEER GEAR BXPITMAN AREA SHALL BE WORN FAULTYLOOSENOT HAVE LOOSEMISS MOUNT BOLT
1676,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7455
1677,UNLAWFUL RENDERING INOPERABLEREMOVALALTERING OF MFR INSTALLED EXHAUST EMISSION CONTROL ON VEH
1678,FAILURE TO DESTROY TEMP REG PLATES UPON EXPIRATION OF TEMP REG
1679,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 4530
1680,IMPROPER EXHAUST HANGERS TO THE REAR OF THE SYSTEM
1681,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50MPH IN 35MPH ZONE
1682,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 37MPH IN 25MPH ZONE
1683,OPERATION OF SOUND AMPLIFICATIONSYSTEM FROM VEH THAT CAN BE HEARD FROM 50 OR MORE
1684,OPER MOTOR VEH WITH OCCUPANT UNDER 16 NOT RESTRAINED BY SEAT BELT CHILD SAFETY SEAT
1685,HOLDER OF PROVISIONAL LICUSINGA HANDHELD PHONE WHILE OPERATING MV
1686,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 49 IN 40
1687,INOP LT HEAD LAMP
1688,DISPLAYING EXPIRED REGISTRATION PLATE
1689,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 90 MPH
1690,BRAKE HOSE INADEQUATE LEAKING
1691,UNLAWFUL REMOVAL OF MFR INSTALLED EXHAUST EMISSION CONTROL ON VEH
1692,VEH HWY OPERATION WITH IMPROPERLY MOUNTED REFLECTORS
1693,FAIL OF VEH OWNER WI REASONABLE TIME TO REMOVEFALLEN DEBRIS FROM HWY
1694,MOTORCYCLE WITH BLUE DOT ILLUMINATION IMPROPERLY PLACED
1695,DRIVER FAIL TO EXERCISE CAUTION AT INTERSECTION WITH FLASHING YELLOW SIGNAL
1696,STOPLIGHTS TURN SIGNALS MARKER LIGHTS INOPERATIVE TRAILER
1697,MOTOR VEH EQUIPPED WITH MORE THAN ONE RUNNING BOARD SIDE COURTESY LAMP
1698,MOTOR VEH TRAILER COMBINATION END VEH MFR AFTER JUNE 1 1971 WO ADEQUATE TAIL LAMPS
1699,displaying expired registration plate
1700,LEFT REAR CLEARANCE LIGHT LICENSE PLATE LIGHT INOPERATIVE
1701,ENDANGERING HEALTH SAFETY WELFARE OFDOG BY LEAVING DOG UNATTENDED IN MOTOR VEHICLE
1702,BRAKE TUBING HOSE BRAKES LEAKING AT RIGHT REAR
1703,MOTORCYCLE WITH IMPROPER LIGHTING EMITTING A RED OR BLUE LIGHT
1704,LOW AIR WARNING DEVICE INOPERATIVE
1705,TRUCK ID LIGHT CLEARANCE LIGHT INOPERATIVE
1706,DRIV VEH ON PUBLIC MNT HWY IN VIOL OF WEIGHT LAWS EXCEEDING ALLOW WEIGHT OF 1500LBS BY 24500LBS
1707,DRIVING UNREGISTERED ON HIGHWAY
1708,LEFT HEADLAMP LEFT REAR TURN AND LEFT STOP LAMPS INOPERABLE
1709,FAIL APPLY WIN 48 HOURS FOR REPLACEMENT OF AFFIXED CURRENT REG TABS AFTER LOSS
1710,DRIVE ACROSS PRIVATE PROPERTYVFOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE
1711,PARKING VEH ON ROADWAY IN NO PASSING ZONE
1712,FAILURE OF INDIVIDUAL DRIVING ON HWY TO SIGN SIGNATURE IF REQUESTED BY POLICE
1713,TRAILER MD 748023G LEFT TURN SIGNAL AND STOP LAMP INOPERABLE
1714,FAILURE TO EQUIP MOTOR VEH TRAILER SEMITRAILERPOLE TRAILER WITH REQ ADEQUATE SERVICE BRAKES
1715,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 4735
1716,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 68
1717,OPERATING MOTOR VEHICLE WITHOUT PROPER PARKING BRAKE SYSTEM
1718,USE OF CLASS 5 TRANSPORTER REG PLATE OTHER THAN AS PERMITTED IN 13625
1719,PERMIT THE OPERATION OF SOUND AMPLIFICATION SYSTEM FROM VEH THAT CAN BE HEARD FROM 50 OR MORE
1720,TRAILER NO TAG LAMP
1721,FAILURE TO SECURE AUTOMOBILE LIGHT TRUCKVANS BY LOAD SPECIFIC RULES
1722,VEH HWY OPERATION WITH INADEQUATE FRONT CLEARANCE LAMPS
1723,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6340
1724,DRIVING VEH WITH WINDSHIELD WINDOW VIEW OBSTRUCTED BY MATERIAL
1725,MOTOR VEH OWNER REPLACING VEH BROKEN WINDSHIELD GLASS WITH OTHER THAN SAFETY GLASS
1726,INADEQUATE TOWING DEVICECHAINS NOT CROSSED
1727,DRIVING UNSAFE VEH ON HWY WINDOW TINT 34
1728,FAILURE TO FULLY ENCLOSE BED OF VEHICLE CARRYING LOOSE MATERIAL
1729,PERSON DRIVING MOVING ON HWY VEH EQUIPMENT WITH VISIBLE RED BLUE LAMP DEVICE
1730,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE
1731,PARTS NOT SPECIFICALLY PROVIDED FORNOT IN SAFE OPERATING CONDITIONTRLR LANDING GEAR
1732,PERSON DRIVING ON HWY VEHWITH VISIBLE BLUE LAMP
1733,ROADWAY USE OF VEH HIGH INTENSITY LIGHT IMPROPERLY DIRECTED AT ROADWAY
1734,OPERATING TRUCK WO REQ DISPLAY OF NAME CITY AND STATE
1735,55
1736,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 54 MPH ON 45 MPH
1737,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6045
1738,BRAKELIGHT INOPERATIVE
1739,UNSAFE DRIVING THROUGH YIELD SIGN
1740,PARKING VEH WI 30 FT OF STOP SIGN
1741,DRIVE UNSAFE VEH
1742,FAILURE TO EQUIP MOTOR VEH WITH REQ ADEQUATE SERVICE BRAKES
1743,ID LIGHT INOPERATIVE
1744,VEH HWY OPERATION WITH REFLECTORS FAILING TO MEET NIGHTTIME VISIBILITY REQUIREMENTS
1745,SUSP INS
1746,CURRENT REG PLATES
1747,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED MARYLAND LICENSE AND AUTHORIZATION
1748,FAILURE TO MAINTAIN POSTED MINIMUM SPEED ON AUTHORITY HIGHWAY
1749,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5545
1750,EXCEEDING POSTED SPEED IN EXCESSIVE MANNER
1751,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 81
1752,VEH MFR AFTER JUNE 1 1971 WO ADEQUATE TAIL LAMPS
1753,RETURN CARD
1754,SEVERE OIL LEAK FROM ENIGNE COMPARTMENT
1755,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6350
1756,DRIVING VEH WITHWINDSHIELD VIEW OBSTRUCTED BY SIGN MATERIAL
1757,DRIVER FAILURE TO OBEY TRAFFIC LANE DIRECTIONS FOR BUS
1758,FAILURE MOTOR VEH REG AFTER JANUARY 1 1955 TO HAVE MULTIPLE BEAM HEAD LAMP LIGHTED INDICATOR
1759,MOTORCYCLE WITH IMPROPER LIGHTING EMITTING A BLUE LIGHT
1760,PERSON DRIVING ON HWY VEH EQUIPMENT WITH VISIBLE BLUE LAMP
1761,FAILURE TO REDUCE SPEED IN DANGEROUS WEATHER CONDITIONS
1762,FAILURE TO EQUIP VEH WITH CLEARANCE LAMP REFLECTOR AND TO USE AS REQ
1763,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6645 IN POOR CONDITIONS
1764,LEAVE THE ROADWAY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE
1765,TAG LIGHT AND ID LIGHT AND MARKER LIGHT INOPERATIVE
1766,OWNER PARKING VEH ON HWY IF REG IS SUSPENDED VEIP 06022017
1767,1 OF 3 FRONT ID LIGHTS INOPERATIVE
1768,DRIVING TO BE DRIVEN UNSAFE VEH ON HWY
1769,HEADLIGHT LIGHT INOPERATIVE
1770,DRIVER FAIL TO MAKE REQUIRED STOP AT SIGNAL SIGN
1771,TAILLIGHT STOPLIGHT INOPERATIVE
1772,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED VALID LICENSE AND AUTHORIZATION
1773,MOTOR VEHICLE MFR AFTER JUNE 1 1971 WO ADEQUATE TAIL LAMPS
1774,DRIVER SENDING A ELECTRONIC MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1775,FAILURE OF MOTOR VEH TO HAVE READILY VISIBLE HEADLIGHT INDICATOR WO DRIVER GLARE
1776,FAILURE TO GIVE REQUIRED SIGNAL FOR VEH RIGHT TURN
1777,VEH HWY OPERATION WITH INADEQUATE FRONT HEADLIGHT
1778,FAILURE TO ATTACH SINGLE REGISTRATION PLATE ON REAR OF CLASS D OR CLASS G VEHICLE
1779,LICENSE PLATE LIGHT INOPERATIVE
1780,THROWING ANY REFUSE ON HWY
1781,FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIAL
1782,UNLAWFUL USE OF MUFFLER CUTOFF
1783,UNLAWFUL USE OF HISTORIC PASSENGER VEH FOR EMPLOYMENT
1784,TAIL LIGHT INOPERATIVE
1785,LEFT REVERSE LIGHT INOPERATIVE
1786,2 OF 2 FRONT CLEARANCE LIGHTS INOPERATIVE
1787,DRIVING VEHEQUIPMENT ON HWY WITH LAMP DEVICE IMPROPERLY DISPLAYING WHITE LIGHT FROM REAR
1788,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 67 IN 45
1789,DRIVING MOTOR VEH ON HWY PUBLICLY USE PRIVATE PLACE WEARING HEADSET OVER EARS
1790,DRIVING UNSAFE VEH ON HWY 7 WINDOW TINT
1791,FAILURE OF MV OPER DRIVING ON HWY TO BE IN POSSOF CARRY IN MV EVID OF REQD SECURITY FOR MV
1792,DRIVING VEH ON HWY WITH LAMP DISPLAYING WHITE LIGHT FROM REAR
1793,DRIVING VEH UNSAFE ON HWY
1794,PERSON DRIVING MOVING ON HWY VEH WITH VISIBLE BLUE LAMP
1795,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6845
1796,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6050
1797,DRIVING VEH ON HWY WITH LAMP MPROPERLY DISPLAYING WHITE LIGHT FROM REAR
1798,CURR PLATE
1799,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 52MPH IN 35MPH ZONE
1800,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 30
1801,TRAILER REAR ID LIGHT REAR CLEARANCE LIGHT missing
1802,UNLAWFUL USE OF HISTORIC TRUCK FOR PRIM TRANS OF PROP ON HWY
1803,3 OF 3 FRT ID LIGHTS INOPERATIVE
1804,FAIL APPLY WIN 48 HOURS FOR REPLACEMENT OF AFFIXED CURRENT REGPLATE AFTER THEFT
1805,WINDOW GLAZING DAMAGED
1806,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 48 MPH IN A 25 MPH ZONE
1807,FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE veh
1808,OPERATING MOTOR VEHICLE WITH INADEQUATE WINDSHIELD WASHER FLUID
1809,EXCEEDING SPEED LIMIT IN SCHOOL ZONE WITH FLASHING LIGHTSNOTICE OF DOUBLE FINES 35 MPH IN 25 ZONE
1810,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 25 MPH
1811,BRAKES 20 OF BRAKES OUT
1812,FAIL MOTOR VEH OTHER THAN MOTORCYCLE TO HAVE HEADLAMP LIGHT DISTRIBUTION SELECTION FOR DRIVER USE
1813,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 61MPH
1814,WILLFULLY DISOBEYING LAWFUL DIRECTION OF SCHOOL CROSSING GUARD
1815,DRIVING VEH IN VIOLATION OF TAIL LAMP HEIGHT REQUIREMENT
1816,FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS DIRT
1817,DRIVER USING CELL PHONE
1818,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 85
1819,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6550
1820,HOLDER OF LEARNERS PERMIT USING A HANDHELD PHONE WHILE OPERATING MV
1821,WEIGHT VIOLATIONS ON HIGHWAYS AND INTERSTATES EXCEEDING ALLOWABLE WEIGHT OF 7000LBS BY 19000LBS
1822,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 47
1823,MISSING REAR ID LIGHT REAR CLEARANCE LIGHT LR REAR MARKER LIGHT TAG LIGHT REVERSE INOPERATIVE
1824,HANDHELD
1825,3 OF 3 FRONT ID LIGHTS INOPERATIVE
1826,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 4230
1827,SPEED GREATER THAN REASONABLE 74 IN A 55
1828,DRIVING DISPLAYING WHITE LIGHT FROM REAR
1829,FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM BORDER COVER
1830,PERSON DRIVING ON HWY VEH EQUIPMENT WITH VISIBLE BLUELAMP
1831,VIOLATING RULE RELATIVE TO REPAIR OF VEHICLE
1832,INADEQUATE EXHAUST SYSTEM MUFFLER BRACKET BROKEN
1833,DRIVING VEH W VIDEO DISPEQUIP THAT IS ON AND VISIBLE TO THE DRIVER ON HWY
1834,DRIVING VEH WITH VIDEO DISP EQUIP THAT IS ON AND VISIBLE TO THE DRIVER ON HWY
1835,DRIVING VEH WITH PASSENGER OVERLOAD OBSTRUCTING DRIVERS VIEW
1836,OPER MV WITH INADEQUATE MIRRORS
1837,USING DEVICE ON MOTOR VEH TAIL PIPEEXTENSION CAUSING EXCESSIVE NOISE
1838,NO WINDSHIELD WIPER WASHER FLUID
1839,DRIVING UNSAFE VEH ON HWY 16 WINDOW TINT
1840,FAIL OF DR TO SLOW TO REASONABLE PRUDENT SPEED WHILE PASSING STOPPED STANDING OR PARKED VEH
1841,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 55MPH40MPH ZONE
